id,name,brand,categoryId,mpn,mpn_confidence
"storage-samsung-samsung-990-evo-plus-1tb-ssd","Samsung 990 EVO Plus 1TB SSD","Samsung","storage","MZ-V9P1T0BW","medium"
"storage-samsung-samsung-990-evo-plus-2tb-ssd","Samsung 990 EVO Plus 2TB SSD","Samsung","storage","MZ-V9P2T0BW","medium"
"storage-samsung-samsung-990-evo-plus-4tb-ssd","Samsung 990 EVO Plus 4TB SSD","Samsung","storage","MZ-V9P4T0BW","medium"
"storage-samsung-samsung-9100-pro-1tb-ssd","Samsung 9100 PRO 1TB SSD","Samsung","storage","MZ-X1P1T0BW","medium"
"storage-samsung-samsung-9100-pro-2tb-ssd","Samsung 9100 PRO 2TB SSD","Samsung","storage","MZ-X1P2T0BW","medium"
"storage-samsung-samsung-9100-pro-4tb-ssd","Samsung 9100 PRO 4TB SSD","Samsung","storage","MZ-X1P4T0BW","medium"
"storage-samsung-samsung-9100-pro-8tb-ssd","Samsung 9100 PRO 8TB SSD","Samsung","storage","MZ-X1P8T0BW","low"
"storage-crucial-micron-crucial-bx500-240gb-ssd","Crucial BX500 240GB SSD","Crucial / Micron","storage","CT240BX500SSD1","high"
"storage-crucial-micron-crucial-bx500-500gb-ssd","Crucial BX500 500GB SSD","Crucial / Micron","storage","CT500BX500SSD1","high"
"storage-crucial-micron-crucial-bx500-1tb-ssd","Crucial BX500 1TB SSD","Crucial / Micron","storage","CT1000BX500SSD1","high"
"storage-crucial-micron-crucial-bx500-2tb-ssd","Crucial BX500 2TB SSD","Crucial / Micron","storage","CT2000BX500SSD1","high"
"storage-crucial-micron-crucial-mx500-250gb-ssd","Crucial MX500 250GB SSD","Crucial / Micron","storage","CT250MX500SSD1","high"
"storage-crucial-micron-crucial-mx500-500gb-ssd","Crucial MX500 500GB SSD","Crucial / Micron","storage","CT500MX500SSD1","high"
"storage-crucial-micron-crucial-mx500-1tb-ssd","Crucial MX500 1TB SSD","Crucial / Micron","storage","CT1000MX500SSD1","high"
"storage-crucial-micron-crucial-mx500-2tb-ssd","Crucial MX500 2TB SSD","Crucial / Micron","storage","CT2000MX500SSD1","high"
"storage-crucial-micron-crucial-mx500-4tb-ssd","Crucial MX500 4TB SSD","Crucial / Micron","storage","CT4000MX500SSD1","high"
"storage-crucial-micron-crucial-p2-250gb-ssd","Crucial P2 250GB SSD","Crucial / Micron","storage","CT250P2SSD8","high"
"storage-crucial-micron-crucial-p2-500gb-ssd","Crucial P2 500GB SSD","Crucial / Micron","storage","CT500P2SSD8","high"
"storage-crucial-micron-crucial-p2-1tb-ssd","Crucial P2 1TB SSD","Crucial / Micron","storage","CT1000P2SSD8","high"
"storage-crucial-micron-crucial-p2-2tb-ssd","Crucial P2 2TB SSD","Crucial / Micron","storage","CT2000P2SSD8","high"
"storage-crucial-micron-crucial-p3-500gb-ssd","Crucial P3 500GB SSD","Crucial / Micron","storage","CT500P3SSD8","high"
"storage-crucial-micron-crucial-p3-1tb-ssd","Crucial P3 1TB SSD","Crucial / Micron","storage","CT1000P3SSD8","high"
"storage-crucial-micron-crucial-p3-2tb-ssd","Crucial P3 2TB SSD","Crucial / Micron","storage","CT2000P3SSD8","high"
"storage-crucial-micron-crucial-p3-4tb-ssd","Crucial P3 4TB SSD","Crucial / Micron","storage","CT4000P3SSD8","high"
"storage-crucial-micron-crucial-p3-plus-500gb-ssd","Crucial P3 Plus 500GB SSD","Crucial / Micron","storage","CT500P3PSSD8","high"
"storage-crucial-micron-crucial-p3-plus-1tb-ssd","Crucial P3 Plus 1TB SSD","Crucial / Micron","storage","CT1000P3PSSD8","high"
"storage-crucial-micron-crucial-p3-plus-2tb-ssd","Crucial P3 Plus 2TB SSD","Crucial / Micron","storage","CT2000P3PSSD8","high"
"storage-crucial-micron-crucial-p3-plus-4tb-ssd","Crucial P3 Plus 4TB SSD","Crucial / Micron","storage","CT4000P3PSSD8","high"
"storage-crucial-micron-crucial-p5-plus-500gb-ssd","Crucial P5 Plus 500GB SSD","Crucial / Micron","storage","CT500P5PSSD8","high"
"storage-crucial-micron-crucial-p5-plus-1tb-ssd","Crucial P5 Plus 1TB SSD","Crucial / Micron","storage","CT1000P5PSSD8","high"
"storage-crucial-micron-crucial-p5-plus-2tb-ssd","Crucial P5 Plus 2TB SSD","Crucial / Micron","storage","CT2000P5PSSD8","high"
"storage-crucial-micron-crucial-t500-500gb-ssd","Crucial T500 500GB SSD","Crucial / Micron","storage","CT500T500SSD8","high"
"storage-crucial-micron-crucial-t500-1tb-ssd","Crucial T500 1TB SSD","Crucial / Micron","storage","CT1000T500SSD8","high"
"storage-crucial-micron-crucial-t500-2tb-ssd","Crucial T500 2TB SSD","Crucial / Micron","storage","CT2000T500SSD8","high"
"storage-crucial-micron-crucial-t500-4tb-ssd","Crucial T500 4TB SSD","Crucial / Micron","storage","CT4000T500SSD8","medium"
"storage-crucial-micron-crucial-t700-1tb-ssd","Crucial T700 1TB SSD","Crucial / Micron","storage","CT1000T700SSD3","high"
"storage-crucial-micron-crucial-t700-2tb-ssd","Crucial T700 2TB SSD","Crucial / Micron","storage","CT2000T700SSD3","high"
"storage-crucial-micron-crucial-t700-4tb-ssd","Crucial T700 4TB SSD","Crucial / Micron","storage","CT4000T700SSD3","high"
"storage-crucial-micron-crucial-t705-1tb-ssd","Crucial T705 1TB SSD","Crucial / Micron","storage","CT1000T705SSD3","high"
"storage-crucial-micron-crucial-t705-2tb-ssd","Crucial T705 2TB SSD","Crucial / Micron","storage","CT2000T705SSD3","high"
"storage-crucial-micron-crucial-t705-4tb-ssd","Crucial T705 4TB SSD","Crucial / Micron","storage","CT4000T705SSD3","high"
"mainboard-asus-asus-rog-maximus-xii-hero-wifi","ASUS ROG Maximus XII Hero WiFi","ASUS","mainboard","90MB12E0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-z490-e-gaming","ASUS ROG Strix Z490-E Gaming","ASUS","mainboard","90MB12D0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-z490-plus-wifi","ASUS TUF Gaming Z490-Plus WiFi","ASUS","mainboard","90MB12U0-M0EAY0","medium"
"mainboard-asus-asus-prime-z490-p","ASUS Prime Z490-P","ASUS","mainboard","90MB12V0-M0EAY0","medium"
"mainboard-asus-asus-rog-maximus-xiii-hero","ASUS ROG Maximus XIII Hero","ASUS","mainboard","90MB1680-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-z590-e-gaming-wifi","ASUS ROG Strix Z590-E Gaming WiFi","ASUS","mainboard","90MB1700-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-z590-plus-wifi","ASUS TUF Gaming Z590-Plus WiFi","ASUS","mainboard","90MB1750-M0EAY0","medium"
"mainboard-asus-asus-prime-b560-plus","ASUS Prime B560-Plus","ASUS","mainboard","90MB1680-M0EAY0","medium"
"mainboard-asus-asus-rog-maximus-z690-hero","ASUS ROG Maximus Z690 Hero","ASUS","mainboard","90MB18E0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-z690-e-gaming-wifi","ASUS ROG Strix Z690-E Gaming WiFi","ASUS","mainboard","90MB18D0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-z690-plus-wifi-d4","ASUS TUF Gaming Z690-Plus WiFi D4","ASUS","mainboard","90MB18U0-M0EAY0","medium"
"mainboard-asus-asus-prime-z690-p-wifi","ASUS Prime Z690-P WiFi","ASUS","mainboard","90MB18P0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-b660-i-gaming-wifi","ASUS ROG Strix B660-I Gaming WiFi","ASUS","mainboard","90MB19G0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-b660m-plus-wifi-d4","ASUS TUF Gaming B660M-Plus WiFi D4","ASUS","mainboard","90MB19B0-M0EAY0","medium"
"mainboard-asus-asus-rog-maximus-z790-hero","ASUS ROG Maximus Z790 Hero","ASUS","mainboard","90MB1CK0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-z790-e-gaming-wifi","ASUS ROG Strix Z790-E Gaming WiFi","ASUS","mainboard","90MB1CL0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-z790-plus-wifi","ASUS TUF Gaming Z790-Plus WiFi","ASUS","mainboard","90MB1CS0-M0EAY0","medium"
"mainboard-asus-asus-prime-z790-p-wifi","ASUS Prime Z790-P WiFi","ASUS","mainboard","90MB1CZ0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-b760-f-gaming-wifi","ASUS ROG Strix B760-F Gaming WiFi","ASUS","mainboard","90MB1CR0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-b760m-plus-wifi","ASUS TUF Gaming B760M-Plus WiFi","ASUS","mainboard","90MB1CV0-M0EAY0","medium"
"mainboard-asus-asus-prime-b760-plus","ASUS Prime B760-Plus","ASUS","mainboard","90MB1CX0-M0EAY0","medium"
"mainboard-asus-asus-rog-maximus-z890-hero","ASUS ROG Maximus Z890 Hero","ASUS","mainboard","90MB1IA0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-z890-e-gaming-wifi","ASUS ROG Strix Z890-E Gaming WiFi","ASUS","mainboard","90MB1H80-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-z890-plus-wifi","ASUS TUF Gaming Z890-Plus WiFi","ASUS","mainboard","90MB1H40-M0EAY0","medium"
"mainboard-asus-asus-prime-z890-p-wifi","ASUS Prime Z890-P WiFi","ASUS","mainboard","90MB1H20-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-b860-f-gaming-wifi","ASUS ROG Strix B860-F Gaming WiFi","ASUS","mainboard","90MB1IB0-M0EAY0","low"
"mainboard-asus-asus-tuf-gaming-b860-plus-wifi","ASUS TUF Gaming B860-Plus WiFi","ASUS","mainboard","90MB1IC0-M0EAY0","low"
"mainboard-asus-asus-prime-b860m-a-wifi","ASUS Prime B860M-A WiFi","ASUS","mainboard","90MB1K00-M0EAY0","medium"
"mainboard-asus-asus-rog-crosshair-viii-dark-hero","ASUS ROG Crosshair VIII Dark Hero","ASUS","mainboard","90MB14G0-M0EAY0","high"
"mainboard-asus-asus-rog-strix-x570-e-gaming-wifi-ii","ASUS ROG Strix X570-E Gaming WiFi II","ASUS","mainboard","90MB1940-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-x570-plus-wifi","ASUS TUF Gaming X570-Plus WiFi","ASUS","mainboard","90MB1250-M0EAY0","high"
"mainboard-asus-asus-prime-x570-p","ASUS Prime X570-P","ASUS","mainboard","90MB1140-M0AAY0","high"
"mainboard-asus-asus-rog-strix-b550-f-gaming-wifi-ii","ASUS ROG Strix B550-F Gaming WiFi II","ASUS","mainboard","90MB19G0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-b550-plus-wifi-ii","ASUS TUF Gaming B550-Plus WiFi II","ASUS","mainboard","90MB19U0-M0EAY0","medium"
"mainboard-asus-asus-prime-b550m-a-wifi-ii","ASUS Prime B550M-A WiFi II","ASUS","mainboard","90MB19L0-M0EAY0","medium"
"mainboard-asus-asus-rog-crosshair-x670e-hero","ASUS ROG Crosshair X670E Hero","ASUS","mainboard","90MB1B20-M0EAY0","high"
"mainboard-asus-asus-rog-strix-x670e-e-gaming-wifi","ASUS ROG Strix X670E-E Gaming WiFi","ASUS","mainboard","90MB1BQ0-M0EAY0","high"
"mainboard-asus-asus-tuf-gaming-x670e-plus-wifi","ASUS TUF Gaming X670E-Plus WiFi","ASUS","mainboard","90MB1BZ0-M0EAY0","medium"
"mainboard-asus-asus-prime-x670-p-wifi","ASUS Prime X670-P WiFi","ASUS","mainboard","90MB1BX0-M0EAY0","medium"
"mainboard-asus-asus-rog-strix-b650e-e-gaming-wifi","ASUS ROG Strix B650E-E Gaming WiFi","ASUS","mainboard","90MB1BQ0-M0EAY0","medium"
"mainboard-asus-asus-tuf-gaming-b650-plus-wifi","ASUS TUF Gaming B650-Plus WiFi","ASUS","mainboard","90MB1BV0-M0EAY0","medium"
"mainboard-asus-asus-prime-b650m-a-wifi-ii","ASUS Prime B650M-A WiFi II","ASUS","mainboard","90MB1FA0-M0EAY0","medium"
"mainboard-asus-asus-rog-crosshair-x870e-hero","ASUS ROG Crosshair X870E Hero","ASUS","mainboard","90MB1I00-M0EAY0","low"
"mainboard-asus-asus-rog-strix-x870e-e-gaming-wifi","ASUS ROG Strix X870E-E Gaming WiFi","ASUS","mainboard","90MB1I20-M0EAY0","low"
"mainboard-asus-asus-tuf-gaming-x870-plus-wifi","ASUS TUF Gaming X870-Plus WiFi","ASUS","mainboard","90MB1I40-M0EAY0","low"
"mainboard-asus-asus-prime-x870-p-wifi","ASUS Prime X870-P WiFi","ASUS","mainboard","90MB1I60-M0EAY0","low"
"mainboard-asus-asus-rog-strix-b850-f-gaming-wifi","ASUS ROG Strix B850-F Gaming WiFi","ASUS","mainboard","90MB1J00-M0EAY0","low"
"mainboard-asus-asus-tuf-gaming-b850-plus-wifi","ASUS TUF Gaming B850-Plus WiFi","ASUS","mainboard","90MB1G00-M0EAY0","medium"
"mainboard-asus-asus-prime-b850m-a-wifi","ASUS Prime B850M-A WiFi","ASUS","mainboard","90MB1GS0-M0EAY0","medium"
"mainboard-msi-msi-meg-z490-godlike","MSI MEG Z490 GODLIKE","MSI","mainboard","7C09-001R","medium"
"mainboard-msi-msi-mpg-z490-gaming-edge-wifi","MSI MPG Z490 Gaming Edge WiFi","MSI","mainboard","7C79-001R","medium"
"mainboard-msi-msi-mag-z490-tomahawk","MSI MAG Z490 Tomahawk","MSI","mainboard","7C80-001R","medium"
"mainboard-msi-msi-pro-z490-a-pro","MSI PRO Z490-A PRO","MSI","mainboard","7C75-001R","medium"
"mainboard-msi-msi-meg-z590-ace","MSI MEG Z590 ACE","MSI","mainboard","7D25-001R","medium"
"mainboard-msi-msi-mpg-z590-gaming-carbon-wifi","MSI MPG Z590 Gaming Carbon WiFi","MSI","mainboard","7D06-001R","medium"
"mainboard-msi-msi-mag-z590-tomahawk-wifi","MSI MAG Z590 Tomahawk WiFi","MSI","mainboard","7D03-001R","medium"
"mainboard-msi-msi-b560m-pro-vdh-wifi","MSI B560M PRO-VDH WiFi","MSI","mainboard","7D22-001R","medium"
"mainboard-msi-msi-meg-z690-ace","MSI MEG Z690 ACE","MSI","mainboard","7D25-001R","medium"
"mainboard-msi-msi-mpg-z690-carbon-wifi","MSI MPG Z690 Carbon WiFi","MSI","mainboard","7D30-001R","medium"
"mainboard-msi-msi-mag-z690-tomahawk-wifi-ddr4","MSI MAG Z690 Tomahawk WiFi DDR4","MSI","mainboard","7D32-001R","medium"
"mainboard-msi-msi-pro-z690-a-wifi","MSI PRO Z690-A WiFi","MSI","mainboard","7D25-004R","low"
"mainboard-msi-msi-mpg-b660i-gaming-edge-wifi","MSI MPG B660I Gaming Edge WiFi","MSI","mainboard","7D44-001R","medium"
"mainboard-msi-msi-mag-b660m-mortar-wifi-ddr4","MSI MAG B660M Mortar WiFi DDR4","MSI","mainboard","7D42-001R","medium"
"mainboard-msi-msi-meg-z790-ace","MSI MEG Z790 ACE","MSI","mainboard","7E12-001R","medium"
"mainboard-msi-msi-mpg-z790-carbon-wifi","MSI MPG Z790 Carbon WiFi","MSI","mainboard","7E06-001R","medium"
"mainboard-msi-msi-mag-z790-tomahawk-wifi","MSI MAG Z790 Tomahawk WiFi","MSI","mainboard","7E07-001R","medium"
"mainboard-msi-msi-pro-z790-a-wifi","MSI PRO Z790-A WiFi","MSI","mainboard","7E04-001R","low"
"mainboard-msi-msi-mpg-b760i-edge-wifi","MSI MPG B760I Edge WiFi","MSI","mainboard","7D40-001R","medium"
"mainboard-msi-msi-mag-b760-tomahawk-wifi","MSI MAG B760 Tomahawk WiFi","MSI","mainboard","7D89-001R","medium"
"mainboard-msi-msi-pro-b760m-a-wifi","MSI PRO B760M-A WiFi","MSI","mainboard","7D97-001R","medium"
"mainboard-msi-msi-meg-z890-godlike","MSI MEG Z890 GODLIKE","MSI","mainboard","7E18-001R","medium"
"mainboard-msi-msi-mpg-z890-carbon-wifi","MSI MPG Z890 Carbon WiFi","MSI","mainboard","7E19-001R","medium"
"mainboard-msi-msi-mag-z890-tomahawk-wifi","MSI MAG Z890 Tomahawk WiFi","MSI","mainboard","7E20-001R","medium"
"mainboard-msi-msi-pro-z890-a-wifi","MSI PRO Z890-A WiFi","MSI","mainboard","7E21-001R","low"
"mainboard-msi-msi-mpg-b860i-edge-wifi","MSI MPG B860I Edge WiFi","MSI","mainboard","7E25-001R","low"
"mainboard-msi-msi-mag-b860-tomahawk-wifi","MSI MAG B860 Tomahawk WiFi","MSI","mainboard","7E26-001R","low"
"mainboard-msi-msi-pro-b860m-a-wifi","MSI PRO B860M-A WiFi","MSI","mainboard","7E27-001R","low"
"mainboard-msi-msi-meg-x570-godlike","MSI MEG X570 GODLIKE","MSI","mainboard","7C34-001R","high"
"mainboard-msi-msi-meg-x570-ace","MSI MEG X570 ACE","MSI","mainboard","7C35-001R","high"
"mainboard-msi-msi-mpg-x570-gaming-edge-wifi","MSI MPG X570 Gaming Edge WiFi","MSI","mainboard","7C37-001R","high"
"mainboard-msi-msi-mag-x570-tomahawk-wifi","MSI MAG X570 Tomahawk WiFi","MSI","mainboard","7C84-001R","high"
"mainboard-msi-msi-mag-b550-tomahawk","MSI MAG B550 Tomahawk","MSI","mainboard","7C91-001R","high"
"mainboard-msi-msi-mpg-b550-gaming-carbon-wifi","MSI MPG B550 Gaming Carbon WiFi","MSI","mainboard","7C94-001R","high"
"mainboard-msi-msi-b550m-pro-vdh-wifi","MSI B550M PRO-VDH WiFi","MSI","mainboard","7C95-001R","medium"
"mainboard-msi-msi-meg-x670e-ace","MSI MEG X670E ACE","MSI","mainboard","7D67-001R","high"
"mainboard-msi-msi-mpg-x670e-carbon-wifi","MSI MPG X670E Carbon WiFi","MSI","mainboard","7D70-001R","high"
"mainboard-msi-msi-mag-x670e-tomahawk-wifi","MSI MAG X670E Tomahawk WiFi","MSI","mainboard","7D73-001R","high"
"mainboard-msi-msi-pro-x670-p-wifi","MSI PRO X670-P WiFi","MSI","mainboard","7D67-001R","medium"
"mainboard-msi-msi-mpg-b650-carbon-wifi","MSI MPG B650 Carbon WiFi","MSI","mainboard","7D75-001R","medium"
"mainboard-msi-msi-mag-b650-tomahawk-wifi","MSI MAG B650 Tomahawk WiFi","MSI","mainboard","7D75-002R","low"
"mainboard-msi-msi-pro-b650m-a-wifi","MSI PRO B650M-A WiFi","MSI","mainboard","7D76-001R","medium"
"mainboard-msi-msi-meg-x870e-godlike","MSI MEG X870E GODLIKE","MSI","mainboard","7E24-001R","medium"
"mainboard-msi-msi-mpg-x870e-carbon-wifi","MSI MPG X870E Carbon WiFi","MSI","mainboard","7E25-001R","medium"
"mainboard-msi-msi-mag-x870-tomahawk-wifi","MSI MAG X870 Tomahawk WiFi","MSI","mainboard","7E26-001R","medium"
"mainboard-msi-msi-pro-x870-p-wifi","MSI PRO X870-P WiFi","MSI","mainboard","7E27-001R","low"
"mainboard-msi-msi-mpg-b850i-edge-wifi","MSI MPG B850I Edge WiFi","MSI","mainboard","7E53-001R","low"
"mainboard-msi-msi-mag-b850-tomahawk-max-wifi","MSI MAG B850 Tomahawk Max WiFi","MSI","mainboard","7E51-001R","low"
"mainboard-msi-msi-pro-b850m-p-wifi","MSI PRO B850M-P WiFi","MSI","mainboard","7E16-001R","medium"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3050","ASUS TUF Gaming GeForce RTX 3050","ASUS","gpu","TUF-RTX3050-O8G-GAMING","medium"
"gpu-asus-asus-dual-geforce-rtx-3050","ASUS Dual GeForce RTX 3050","ASUS","gpu","DUAL-RTX3050-O8G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-3060","ASUS ROG Strix GeForce RTX 3060","ASUS","gpu","ROG-STRIX-RTX3060-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3060","ASUS TUF Gaming GeForce RTX 3060","ASUS","gpu","TUF-RTX3060-O12G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3060","ASUS Dual GeForce RTX 3060","ASUS","gpu","DUAL-RTX3060-O12G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-3060-ti","ASUS ROG Strix GeForce RTX 3060 Ti","ASUS","gpu","ROG-STRIX-RTX3060TI-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3060-ti","ASUS TUF Gaming GeForce RTX 3060 Ti","ASUS","gpu","TUF-RTX3060TI-O8G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3060-ti","ASUS Dual GeForce RTX 3060 Ti","ASUS","gpu","DUAL-RTX3060TI-O8G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-3070","ASUS ROG Strix GeForce RTX 3070","ASUS","gpu","ROG-STRIX-RTX3070-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3070","ASUS TUF Gaming GeForce RTX 3070","ASUS","gpu","TUF-RTX3070-O8G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3070","ASUS Dual GeForce RTX 3070","ASUS","gpu","DUAL-RTX3070-O8G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-3070-ti","ASUS ROG Strix GeForce RTX 3070 Ti","ASUS","gpu","ROG-STRIX-RTX3070TI-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3070-ti","ASUS TUF Gaming GeForce RTX 3070 Ti","ASUS","gpu","TUF-RTX3070TI-O8G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3070-ti","ASUS Dual GeForce RTX 3070 Ti","ASUS","gpu","DUAL-RTX3070TI-O8G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-3080","ASUS ROG Strix GeForce RTX 3080","ASUS","gpu","ROG-STRIX-RTX3080-O10G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3080","ASUS TUF Gaming GeForce RTX 3080","ASUS","gpu","TUF-RTX3080-O10G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3080","ASUS Dual GeForce RTX 3080","ASUS","gpu","DUAL-RTX3080-O10G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-3080-ti","ASUS ROG Strix GeForce RTX 3080 Ti","ASUS","gpu","ROG-STRIX-RTX3080TI-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3080-ti","ASUS TUF Gaming GeForce RTX 3080 Ti","ASUS","gpu","TUF-RTX3080TI-O12G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3080-ti","ASUS Dual GeForce RTX 3080 Ti","ASUS","gpu","DUAL-RTX3080TI-O12G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-3090","ASUS ROG Strix GeForce RTX 3090","ASUS","gpu","ROG-STRIX-RTX3090-O24G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3090","ASUS TUF Gaming GeForce RTX 3090","ASUS","gpu","TUF-RTX3090-O24G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3090","ASUS Dual GeForce RTX 3090","ASUS","gpu","DUAL-RTX3090-O24G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-3090-ti","ASUS ROG Strix GeForce RTX 3090 Ti","ASUS","gpu","ROG-STRIX-RTX3090TI-O24G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-3090-ti","ASUS TUF Gaming GeForce RTX 3090 Ti","ASUS","gpu","TUF-RTX3090TI-O24G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-3090-ti","ASUS Dual GeForce RTX 3090 Ti","ASUS","gpu","DUAL-RTX3090TI-O24G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4060","ASUS ROG Strix GeForce RTX 4060","ASUS","gpu","ROG-STRIX-RTX4060-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4060","ASUS TUF Gaming GeForce RTX 4060","ASUS","gpu","TUF-RTX4060-O8G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4060","ASUS Dual GeForce RTX 4060","ASUS","gpu","DUAL-RTX4060-O8G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4060-ti-8gb","ASUS ROG Strix GeForce RTX 4060 Ti 8GB","ASUS","gpu","ROG-STRIX-RTX4060TI-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4060-ti-8gb","ASUS TUF Gaming GeForce RTX 4060 Ti 8GB","ASUS","gpu","TUF-RTX4060TI-O8G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4060-ti-8gb","ASUS Dual GeForce RTX 4060 Ti 8GB","ASUS","gpu","DUAL-RTX4060TI-O8G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4060-ti-16gb","ASUS ROG Strix GeForce RTX 4060 Ti 16GB","ASUS","gpu","ROG-STRIX-RTX4060TI-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4060-ti-16gb","ASUS TUF Gaming GeForce RTX 4060 Ti 16GB","ASUS","gpu","TUF-RTX4060TI-O16G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4060-ti-16gb","ASUS Dual GeForce RTX 4060 Ti 16GB","ASUS","gpu","DUAL-RTX4060TI-O16G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4070","ASUS ROG Strix GeForce RTX 4070","ASUS","gpu","ROG-STRIX-RTX4070-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4070","ASUS TUF Gaming GeForce RTX 4070","ASUS","gpu","TUF-RTX4070-O12G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4070","ASUS Dual GeForce RTX 4070","ASUS","gpu","DUAL-RTX4070-O12G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4070-super","ASUS ROG Strix GeForce RTX 4070 SUPER","ASUS","gpu","ROG-STRIX-RTX4070S-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4070-super","ASUS TUF Gaming GeForce RTX 4070 SUPER","ASUS","gpu","TUF-RTX4070S-O12G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4070-super","ASUS Dual GeForce RTX 4070 SUPER","ASUS","gpu","DUAL-RTX4070S-O12G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4070-ti-super","ASUS ROG Strix GeForce RTX 4070 Ti SUPER","ASUS","gpu","ROG-STRIX-RTX4070TIS-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4070-ti-super","ASUS TUF Gaming GeForce RTX 4070 Ti SUPER","ASUS","gpu","TUF-RTX4070TIS-O16G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4070-ti-super","ASUS Dual GeForce RTX 4070 Ti SUPER","ASUS","gpu","DUAL-RTX4070TIS-O16G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-4080-super","ASUS ROG Strix GeForce RTX 4080 SUPER","ASUS","gpu","ROG-STRIX-RTX4080S-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4080-super","ASUS TUF Gaming GeForce RTX 4080 SUPER","ASUS","gpu","TUF-RTX4080S-O16G-GAMING","high"
"gpu-asus-asus-dual-geforce-rtx-4080-super","ASUS Dual GeForce RTX 4080 SUPER","ASUS","gpu","DUAL-RTX4080S-O16G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-4090","ASUS ROG Strix GeForce RTX 4090","ASUS","gpu","ROG-STRIX-RTX4090-O24G-GAMING","high"
"gpu-asus-asus-tuf-gaming-geforce-rtx-4090","ASUS TUF Gaming GeForce RTX 4090","ASUS","gpu","TUF-RTX4090-O24G-GAMING","high"
